,penalties,loss,alpha,rate,eta0,accuracy
21764,elasticnet,huber,0.0181,optimal,0.060000000000000005,60.0
21763,elasticnet,huber,0.0181,optimal,0.05,60.0
21762,elasticnet,huber,0.0181,optimal,0.04,60.0
21761,elasticnet,huber,0.0181,optimal,0.03,60.0
21760,elasticnet,huber,0.0181,optimal,0.02,60.0
21759,elasticnet,huber,0.0181,optimal,0.01,60.0
20536,elasticnet,perceptron,0.0821,optimal,0.02,60.0
7145,l1,epsilon_insensitive,0.0931,optimal,0.09,60.0
20538,elasticnet,perceptron,0.0821,optimal,0.04,60.0
11690,l2,squared_hinge,0.0981,optimal,0.09,60.0
7138,l1,epsilon_insensitive,0.0931,optimal,0.02,60.0
7137,l1,epsilon_insensitive,0.0931,optimal,0.01,60.0
11682,l2,squared_hinge,0.0981,optimal,0.01,60.0
11683,l2,squared_hinge,0.0981,optimal,0.02,60.0
11685,l2,squared_hinge,0.0981,optimal,0.04,60.0
7141,l1,epsilon_insensitive,0.0931,optimal,0.05,60.0
7142,l1,epsilon_insensitive,0.0931,optimal,0.060000000000000005,60.0
7143,l1,epsilon_insensitive,0.0931,optimal,0.06999999999999999,60.0
11686,l2,squared_hinge,0.0981,optimal,0.05,60.0
20540,elasticnet,perceptron,0.0821,optimal,0.060000000000000005,60.0
11687,l2,squared_hinge,0.0981,optimal,0.060000000000000005,60.0
20539,elasticnet,perceptron,0.0821,optimal,0.05,60.0
11689,l2,squared_hinge,0.0981,optimal,0.08,60.0
11688,l2,squared_hinge,0.0981,optimal,0.06999999999999999,60.0
20541,elasticnet,perceptron,0.0821,optimal,0.06999999999999999,60.0
7052,l1,epsilon_insensitive,0.08310000000000001,optimal,0.060000000000000005,60.0
7049,l1,epsilon_insensitive,0.08310000000000001,optimal,0.03,60.0
7050,l1,epsilon_insensitive,0.08310000000000001,optimal,0.04,60.0
7051,l1,epsilon_insensitive,0.08310000000000001,optimal,0.05,60.0
7139,l1,epsilon_insensitive,0.0931,optimal,0.03,60.0
20542,elasticnet,perceptron,0.0821,optimal,0.08,60.0
7144,l1,epsilon_insensitive,0.0931,optimal,0.08,60.0
7053,l1,epsilon_insensitive,0.08310000000000001,optimal,0.06999999999999999,60.0
7054,l1,epsilon_insensitive,0.08310000000000001,optimal,0.08,60.0
7055,l1,epsilon_insensitive,0.08310000000000001,optimal,0.09,60.0
20543,elasticnet,perceptron,0.0821,optimal,0.09,60.0
11684,l2,squared_hinge,0.0981,optimal,0.03,60.0
6874,l1,epsilon_insensitive,0.0631,optimal,0.08,59.96
6870,l1,epsilon_insensitive,0.0631,optimal,0.04,59.96
6875,l1,epsilon_insensitive,0.0631,optimal,0.09,59.96
6873,l1,epsilon_insensitive,0.0631,optimal,0.06999999999999999,59.96
6872,l1,epsilon_insensitive,0.0631,optimal,0.060000000000000005,59.96
6871,l1,epsilon_insensitive,0.0631,optimal,0.05,59.96
3806,l1,perceptron,0.022099999999999998,optimal,0.09,59.96
3887,l1,perceptron,0.0311,optimal,0.09,59.96
3801,l1,perceptron,0.022099999999999998,optimal,0.04,59.96
3884,l1,perceptron,0.0311,optimal,0.060000000000000005,59.96
3885,l1,perceptron,0.0311,optimal,0.06999999999999999,59.96
3886,l1,perceptron,0.0311,optimal,0.08,59.96
3881,l1,perceptron,0.0311,optimal,0.03,59.96
3880,l1,perceptron,0.0311,optimal,0.02,59.96
6867,l1,epsilon_insensitive,0.0631,optimal,0.01,59.96
3804,l1,perceptron,0.022099999999999998,optimal,0.06999999999999999,59.96
3805,l1,perceptron,0.022099999999999998,optimal,0.08,59.96
3879,l1,perceptron,0.0311,optimal,0.01,59.96
3882,l1,perceptron,0.0311,optimal,0.04,59.96
3798,l1,perceptron,0.022099999999999998,optimal,0.01,59.96
3799,l1,perceptron,0.022099999999999998,optimal,0.02,59.96
3800,l1,perceptron,0.022099999999999998,optimal,0.03,59.96
3883,l1,perceptron,0.0311,optimal,0.05,59.96
3802,l1,perceptron,0.022099999999999998,optimal,0.05,59.96
3803,l1,perceptron,0.022099999999999998,optimal,0.060000000000000005,59.96
6869,l1,epsilon_insensitive,0.0631,optimal,0.03,59.96
6868,l1,epsilon_insensitive,0.0631,optimal,0.02,59.96
8878,l2,hinge,0.08610000000000001,optimal,0.05,59.93
8879,l2,hinge,0.08610000000000001,optimal,0.060000000000000005,59.93
8880,l2,hinge,0.08610000000000001,optimal,0.06999999999999999,59.93
17638,elasticnet,log,0.05910000000000001,optimal,0.08,59.93
17637,elasticnet,log,0.05910000000000001,optimal,0.06999999999999999,59.93
17636,elasticnet,log,0.05910000000000001,optimal,0.060000000000000005,59.93
17635,elasticnet,log,0.05910000000000001,optimal,0.05,59.93
18627,elasticnet,modified_huber,0.07010000000000001,optimal,0.01,59.93
18628,elasticnet,modified_huber,0.07010000000000001,optimal,0.02,59.93
8881,l2,hinge,0.08610000000000001,optimal,0.08,59.93
18629,elasticnet,modified_huber,0.07010000000000001,optimal,0.03,59.93
18630,elasticnet,modified_huber,0.07010000000000001,optimal,0.04,59.93
8882,l2,hinge,0.08610000000000001,optimal,0.09,59.93
18635,elasticnet,modified_huber,0.07010000000000001,optimal,0.09,59.93
18634,elasticnet,modified_huber,0.07010000000000001,optimal,0.08,59.93
17839,elasticnet,log,0.0821,optimal,0.02,59.93
18633,elasticnet,modified_huber,0.07010000000000001,optimal,0.06999999999999999,59.93
18632,elasticnet,modified_huber,0.07010000000000001,optimal,0.060000000000000005,59.93
18631,elasticnet,modified_huber,0.07010000000000001,optimal,0.05,59.93
17838,elasticnet,log,0.0821,optimal,0.01,59.93
17639,elasticnet,log,0.05910000000000001,optimal,0.09,59.93
7032,l1,epsilon_insensitive,0.0811,optimal,0.04,59.93
17840,elasticnet,log,0.0821,optimal,0.03,59.93
7031,l1,epsilon_insensitive,0.0811,optimal,0.03,59.93
7030,l1,epsilon_insensitive,0.0811,optimal,0.02,59.93
7029,l1,epsilon_insensitive,0.0811,optimal,0.01,59.93
13996,l2,huber,0.0551,optimal,0.02,59.93
13997,l2,huber,0.0551,optimal,0.03,59.93
13998,l2,huber,0.0551,optimal,0.04,59.93
13999,l2,huber,0.0551,optimal,0.05,59.93
14000,l2,huber,0.0551,optimal,0.060000000000000005,59.93
14001,l2,huber,0.0551,optimal,0.06999999999999999,59.93
14002,l2,huber,0.0551,optimal,0.08,59.93
14003,l2,huber,0.0551,optimal,0.09,59.93
4049,l1,perceptron,0.049100000000000005,optimal,0.09,59.93
4048,l1,perceptron,0.049100000000000005,optimal,0.08,59.93
4047,l1,perceptron,0.049100000000000005,optimal,0.06999999999999999,59.93
4046,l1,perceptron,0.049100000000000005,optimal,0.060000000000000005,59.93
4045,l1,perceptron,0.049100000000000005,optimal,0.05,59.93
4044,l1,perceptron,0.049100000000000005,optimal,0.04,59.93
4043,l1,perceptron,0.049100000000000005,optimal,0.03,59.93
8876,l2,hinge,0.08610000000000001,optimal,0.03,59.93
4042,l1,perceptron,0.049100000000000005,optimal,0.02,59.93
4041,l1,perceptron,0.049100000000000005,optimal,0.01,59.93
17846,elasticnet,log,0.0821,optimal,0.09,59.93
17845,elasticnet,log,0.0821,optimal,0.08,59.93
17844,elasticnet,log,0.0821,optimal,0.06999999999999999,59.93
17843,elasticnet,log,0.0821,optimal,0.060000000000000005,59.93
17842,elasticnet,log,0.0821,optimal,0.05,59.93
17841,elasticnet,log,0.0821,optimal,0.04,59.93
8877,l2,hinge,0.08610000000000001,optimal,0.04,59.93
8232,l2,hinge,0.0141,optimal,0.06999999999999999,59.93
8875,l2,hinge,0.08610000000000001,optimal,0.02,59.93
11655,l2,squared_hinge,0.0951,optimal,0.01,59.93
10510,l2,modified_huber,0.0671,optimal,0.08,59.93
10509,l2,modified_huber,0.0671,optimal,0.06999999999999999,59.93
10508,l2,modified_huber,0.0671,optimal,0.060000000000000005,59.93
8874,l2,hinge,0.08610000000000001,optimal,0.01,59.93
10506,l2,modified_huber,0.0671,optimal,0.04,59.93
10505,l2,modified_huber,0.0671,optimal,0.03,59.93
10504,l2,modified_huber,0.0671,optimal,0.02,59.93
10503,l2,modified_huber,0.0671,optimal,0.01,59.93
11663,l2,squared_hinge,0.0951,optimal,0.09,59.93
11662,l2,squared_hinge,0.0951,optimal,0.08,59.93
11661,l2,squared_hinge,0.0951,optimal,0.06999999999999999,59.93
11660,l2,squared_hinge,0.0951,optimal,0.060000000000000005,59.93
11659,l2,squared_hinge,0.0951,optimal,0.05,59.93
11658,l2,squared_hinge,0.0951,optimal,0.04,59.93
11657,l2,squared_hinge,0.0951,optimal,0.03,59.93
10511,l2,modified_huber,0.0671,optimal,0.09,59.93
10512,l2,modified_huber,0.06810000000000001,optimal,0.01,59.93
10513,l2,modified_huber,0.06810000000000001,optimal,0.02,59.93
8226,l2,hinge,0.0141,optimal,0.01,59.93
8234,l2,hinge,0.0141,optimal,0.09,59.93
8231,l2,hinge,0.0141,optimal,0.060000000000000005,59.93
8230,l2,hinge,0.0141,optimal,0.05,59.93
8229,l2,hinge,0.0141,optimal,0.04,59.93
8228,l2,hinge,0.0141,optimal,0.03,59.93
8227,l2,hinge,0.0141,optimal,0.02,59.93
13995,l2,huber,0.0551,optimal,0.01,59.93
10514,l2,modified_huber,0.06810000000000001,optimal,0.03,59.93
10520,l2,modified_huber,0.06810000000000001,optimal,0.09,59.93
10519,l2,modified_huber,0.06810000000000001,optimal,0.08,59.93
10518,l2,modified_huber,0.06810000000000001,optimal,0.06999999999999999,59.93
10517,l2,modified_huber,0.06810000000000001,optimal,0.060000000000000005,59.93
10516,l2,modified_huber,0.06810000000000001,optimal,0.05,59.93
10515,l2,modified_huber,0.06810000000000001,optimal,0.04,59.93
11656,l2,squared_hinge,0.0951,optimal,0.02,59.93
10507,l2,modified_huber,0.0671,optimal,0.05,59.93
7037,l1,epsilon_insensitive,0.0811,optimal,0.09,59.93
17634,elasticnet,log,0.05910000000000001,optimal,0.04,59.93
17633,elasticnet,log,0.05910000000000001,optimal,0.03,59.93
17632,elasticnet,log,0.05910000000000001,optimal,0.02,59.93
17631,elasticnet,log,0.05910000000000001,optimal,0.01,59.93
8233,l2,hinge,0.0141,optimal,0.08,59.93
7033,l1,epsilon_insensitive,0.0811,optimal,0.05,59.93
7034,l1,epsilon_insensitive,0.0811,optimal,0.060000000000000005,59.93
7035,l1,epsilon_insensitive,0.0811,optimal,0.06999999999999999,59.93
7036,l1,epsilon_insensitive,0.0811,optimal,0.08,59.93
17851,elasticnet,log,0.08310000000000001,optimal,0.05,59.89
3653,l1,perceptron,0.0051,optimal,0.09,59.89
17847,elasticnet,log,0.08310000000000001,optimal,0.01,59.89
17848,elasticnet,log,0.08310000000000001,optimal,0.02,59.89
17849,elasticnet,log,0.08310000000000001,optimal,0.03,59.89
17850,elasticnet,log,0.08310000000000001,optimal,0.04,59.89
10494,l2,modified_huber,0.0661,optimal,0.01,59.89
17853,elasticnet,log,0.08310000000000001,optimal,0.06999999999999999,59.89
17854,elasticnet,log,0.08310000000000001,optimal,0.08,59.89
17855,elasticnet,log,0.08310000000000001,optimal,0.09,59.89
3651,l1,perceptron,0.0051,optimal,0.06999999999999999,59.89
7173,l1,epsilon_insensitive,0.0971,optimal,0.01,59.89
7174,l1,epsilon_insensitive,0.0971,optimal,0.02,59.89
3652,l1,perceptron,0.0051,optimal,0.08,59.89
3646,l1,perceptron,0.0051,optimal,0.02,59.89
3650,l1,perceptron,0.0051,optimal,0.060000000000000005,59.89
3649,l1,perceptron,0.0051,optimal,0.05,59.89
3648,l1,perceptron,0.0051,optimal,0.04,59.89
3647,l1,perceptron,0.0051,optimal,0.03,59.89
7176,l1,epsilon_insensitive,0.0971,optimal,0.04,59.89
3645,l1,perceptron,0.0051,optimal,0.01,59.89
8513,l2,hinge,0.0451,optimal,0.09,59.89
8512,l2,hinge,0.0451,optimal,0.08,59.89
8511,l2,hinge,0.0451,optimal,0.06999999999999999,59.89
8510,l2,hinge,0.0451,optimal,0.060000000000000005,59.89
8509,l2,hinge,0.0451,optimal,0.05,59.89
8508,l2,hinge,0.0451,optimal,0.04,59.89
8507,l2,hinge,0.0451,optimal,0.03,59.89
8506,l2,hinge,0.0451,optimal,0.02,59.89
8505,l2,hinge,0.0451,optimal,0.01,59.89
7175,l1,epsilon_insensitive,0.0971,optimal,0.03,59.89
17852,elasticnet,log,0.08310000000000001,optimal,0.060000000000000005,59.89
7177,l1,epsilon_insensitive,0.0971,optimal,0.05,59.89
10499,l2,modified_huber,0.0661,optimal,0.060000000000000005,59.89
11666,l2,squared_hinge,0.0961,optimal,0.03,59.89
11667,l2,squared_hinge,0.0961,optimal,0.04,59.89
11668,l2,squared_hinge,0.0961,optimal,0.05,59.89
10495,l2,modified_huber,0.0661,optimal,0.02,59.89
10496,l2,modified_huber,0.0661,optimal,0.03,59.89
10497,l2,modified_huber,0.0661,optimal,0.04,59.89
10498,l2,modified_huber,0.0661,optimal,0.05,59.89
10500,l2,modified_huber,0.0661,optimal,0.06999999999999999,59.89
11664,l2,squared_hinge,0.0961,optimal,0.01,59.89
10501,l2,modified_huber,0.0661,optimal,0.08,59.89
10502,l2,modified_huber,0.0661,optimal,0.09,59.89
7181,l1,epsilon_insensitive,0.0971,optimal,0.09,59.89
11669,l2,squared_hinge,0.0961,optimal,0.060000000000000005,59.89
11670,l2,squared_hinge,0.0961,optimal,0.06999999999999999,59.89
11671,l2,squared_hinge,0.0961,optimal,0.08,59.89
7178,l1,epsilon_insensitive,0.0971,optimal,0.060000000000000005,59.89
11665,l2,squared_hinge,0.0961,optimal,0.02,59.89
11672,l2,squared_hinge,0.0961,optimal,0.09,59.89
7179,l1,epsilon_insensitive,0.0971,optimal,0.06999999999999999,59.89
7180,l1,epsilon_insensitive,0.0971,optimal,0.08,59.89
23073,elasticnet,epsilon_insensitive,0.0641,optimal,0.01,59.85
8258,l2,hinge,0.0171,optimal,0.060000000000000005,59.85
10492,l2,modified_huber,0.0651,optimal,0.08,59.85
8253,l2,hinge,0.0171,optimal,0.01,59.85
8254,l2,hinge,0.0171,optimal,0.02,59.85
8255,l2,hinge,0.0171,optimal,0.03,59.85
8256,l2,hinge,0.0171,optimal,0.04,59.85
8257,l2,hinge,0.0171,optimal,0.05,59.85
8259,l2,hinge,0.0171,optimal,0.06999999999999999,59.85
10486,l2,modified_huber,0.0651,optimal,0.02,59.85
8260,l2,hinge,0.0171,optimal,0.08,59.85
8261,l2,hinge,0.0171,optimal,0.09,59.85
10491,l2,modified_huber,0.0651,optimal,0.06999999999999999,59.85
10490,l2,modified_huber,0.0651,optimal,0.060000000000000005,59.85
10489,l2,modified_huber,0.0651,optimal,0.05,59.85
10487,l2,modified_huber,0.0651,optimal,0.03,59.85
10485,l2,modified_huber,0.0651,optimal,0.01,59.85
14669,l2,epsilon_insensitive,0.0291,optimal,0.09,59.85
23074,elasticnet,epsilon_insensitive,0.0641,optimal,0.02,59.85
23080,elasticnet,epsilon_insensitive,0.0641,optimal,0.08,59.85
11681,l2,squared_hinge,0.0971,optimal,0.09,59.85
11680,l2,squared_hinge,0.0971,optimal,0.08,59.85
11679,l2,squared_hinge,0.0971,optimal,0.06999999999999999,59.85
11678,l2,squared_hinge,0.0971,optimal,0.060000000000000005,59.85
10493,l2,modified_huber,0.0651,optimal,0.09,59.85
11677,l2,squared_hinge,0.0971,optimal,0.05,59.85
11676,l2,squared_hinge,0.0971,optimal,0.04,59.85
11675,l2,squared_hinge,0.0971,optimal,0.03,59.85
14668,l2,epsilon_insensitive,0.0291,optimal,0.08,59.85
11673,l2,squared_hinge,0.0971,optimal,0.01,59.85
23081,elasticnet,epsilon_insensitive,0.0641,optimal,0.09,59.85
11674,l2,squared_hinge,0.0971,optimal,0.02,59.85
23079,elasticnet,epsilon_insensitive,0.0641,optimal,0.06999999999999999,59.85
14663,l2,epsilon_insensitive,0.0291,optimal,0.03,59.85
14667,l2,epsilon_insensitive,0.0291,optimal,0.06999999999999999,59.85
23078,elasticnet,epsilon_insensitive,0.0641,optimal,0.060000000000000005,59.85
14665,l2,epsilon_insensitive,0.0291,optimal,0.05,59.85
14664,l2,epsilon_insensitive,0.0291,optimal,0.04,59.85
14666,l2,epsilon_insensitive,0.0291,optimal,0.060000000000000005,59.85
14662,l2,epsilon_insensitive,0.0291,optimal,0.02,59.85
14661,l2,epsilon_insensitive,0.0291,optimal,0.01,59.85
23075,elasticnet,epsilon_insensitive,0.0641,optimal,0.03,59.85
23076,elasticnet,epsilon_insensitive,0.0641,optimal,0.04,59.85
23077,elasticnet,epsilon_insensitive,0.0641,optimal,0.05,59.85
10488,l2,modified_huber,0.0651,optimal,0.04,59.85
8810,l2,hinge,0.0781,optimal,0.09,59.82
8809,l2,hinge,0.0781,optimal,0.08,59.82
8808,l2,hinge,0.0781,optimal,0.06999999999999999,59.82
8807,l2,hinge,0.0781,optimal,0.060000000000000005,59.82
8806,l2,hinge,0.0781,optimal,0.05,59.82
8804,l2,hinge,0.0781,optimal,0.03,59.82
8803,l2,hinge,0.0781,optimal,0.02,59.82
8802,l2,hinge,0.0781,optimal,0.01,59.82
8805,l2,hinge,0.0781,optimal,0.04,59.82
452,l1,hinge,0.050100000000000006,optimal,0.03,59.82
451,l1,hinge,0.050100000000000006,optimal,0.02,59.82
453,l1,hinge,0.050100000000000006,optimal,0.04,59.82
454,l1,hinge,0.050100000000000006,optimal,0.05,59.82
455,l1,hinge,0.050100000000000006,optimal,0.060000000000000005,59.82
456,l1,hinge,0.050100000000000006,optimal,0.06999999999999999,59.82
450,l1,hinge,0.050100000000000006,optimal,0.01,59.82
457,l1,hinge,0.050100000000000006,optimal,0.08,59.82
458,l1,hinge,0.050100000000000006,optimal,0.09,59.82
2084,l1,modified_huber,0.0311,optimal,0.060000000000000005,59.78
2081,l1,modified_huber,0.0311,optimal,0.03,59.78
2082,l1,modified_huber,0.0311,optimal,0.04,59.78
2083,l1,modified_huber,0.0311,optimal,0.05,59.78
2085,l1,modified_huber,0.0311,optimal,0.06999999999999999,59.78
2079,l1,modified_huber,0.0311,optimal,0.01,59.78
2086,l1,modified_huber,0.0311,optimal,0.08,59.78
2087,l1,modified_huber,0.0311,optimal,0.09,59.78
9425,l2,log,0.0471,optimal,0.03,59.78
9426,l2,log,0.0471,optimal,0.04,59.78
9427,l2,log,0.0471,optimal,0.05,59.78
4366,l1,perceptron,0.08510000000000001,optimal,0.02,59.78
4365,l1,perceptron,0.08510000000000001,optimal,0.01,59.78
9428,l2,log,0.0471,optimal,0.060000000000000005,59.78
9429,l2,log,0.0471,optimal,0.06999999999999999,59.78
2080,l1,modified_huber,0.0311,optimal,0.02,59.78
913,l1,log,0.0011,optimal,0.05,59.78
9424,l2,log,0.0471,optimal,0.02,59.78
916,l1,log,0.0011,optimal,0.08,59.78
4371,l1,perceptron,0.08510000000000001,optimal,0.06999999999999999,59.78
4372,l1,perceptron,0.08510000000000001,optimal,0.08,59.78
4373,l1,perceptron,0.08510000000000001,optimal,0.09,59.78
917,l1,log,0.0011,optimal,0.09,59.78
4368,l1,perceptron,0.08510000000000001,optimal,0.04,59.78
4367,l1,perceptron,0.08510000000000001,optimal,0.03,59.78
915,l1,log,0.0011,optimal,0.06999999999999999,59.78
909,l1,log,0.0011,optimal,0.01,59.78
914,l1,log,0.0011,optimal,0.060000000000000005,59.78
9423,l2,log,0.0471,optimal,0.01,59.78
912,l1,log,0.0011,optimal,0.04,59.78
911,l1,log,0.0011,optimal,0.03,59.78
910,l1,log,0.0011,optimal,0.02,59.78
9431,l2,log,0.0471,optimal,0.09,59.78
9430,l2,log,0.0471,optimal,0.08,59.78
4370,l1,perceptron,0.08510000000000001,optimal,0.060000000000000005,59.78
4369,l1,perceptron,0.08510000000000001,optimal,0.05,59.78
12187,l2,perceptron,0.0541,optimal,0.02,59.78
18659,elasticnet,modified_huber,0.0731,optimal,0.060000000000000005,59.78
18657,elasticnet,modified_huber,0.0731,optimal,0.04,59.78
18656,elasticnet,modified_huber,0.0731,optimal,0.03,59.78
18655,elasticnet,modified_huber,0.0731,optimal,0.02,59.78
18654,elasticnet,modified_huber,0.0731,optimal,0.01,59.78
12186,l2,perceptron,0.0541,optimal,0.01,59.78
12188,l2,perceptron,0.0541,optimal,0.03,59.78
18661,elasticnet,modified_huber,0.0731,optimal,0.08,59.78
12189,l2,perceptron,0.0541,optimal,0.04,59.78
12190,l2,perceptron,0.0541,optimal,0.05,59.78
12191,l2,perceptron,0.0541,optimal,0.060000000000000005,59.78
12192,l2,perceptron,0.0541,optimal,0.06999999999999999,59.78
12193,l2,perceptron,0.0541,optimal,0.08,59.78
12194,l2,perceptron,0.0541,optimal,0.09,59.78
18660,elasticnet,modified_huber,0.0731,optimal,0.06999999999999999,59.78
18658,elasticnet,modified_huber,0.0731,optimal,0.05,59.78
18662,elasticnet,modified_huber,0.0731,optimal,0.09,59.78
14872,l2,epsilon_insensitive,0.05210000000000001,optimal,0.05,59.78
14868,l2,epsilon_insensitive,0.05210000000000001,optimal,0.01,59.78
14876,l2,epsilon_insensitive,0.05210000000000001,optimal,0.09,59.78
14875,l2,epsilon_insensitive,0.05210000000000001,optimal,0.08,59.78
14873,l2,epsilon_insensitive,0.05210000000000001,optimal,0.060000000000000005,59.78
14874,l2,epsilon_insensitive,0.05210000000000001,optimal,0.06999999999999999,59.78
14871,l2,epsilon_insensitive,0.05210000000000001,optimal,0.04,59.78
14870,l2,epsilon_insensitive,0.05210000000000001,optimal,0.03,59.78
14869,l2,epsilon_insensitive,0.05210000000000001,optimal,0.02,59.78
10484,l2,modified_huber,0.0641,optimal,0.09,59.74
10478,l2,modified_huber,0.0641,optimal,0.03,59.74
10479,l2,modified_huber,0.0641,optimal,0.04,59.74
10480,l2,modified_huber,0.0641,optimal,0.05,59.74
10481,l2,modified_huber,0.0641,optimal,0.060000000000000005,59.74
10482,l2,modified_huber,0.0641,optimal,0.06999999999999999,59.74
10483,l2,modified_huber,0.0641,optimal,0.08,59.74
961,l1,log,0.0061,optimal,0.08,59.74
956,l1,log,0.0061,optimal,0.03,59.74
957,l1,log,0.0061,optimal,0.04,59.74
958,l1,log,0.0061,optimal,0.05,59.74
960,l1,log,0.0061,optimal,0.06999999999999999,59.74
962,l1,log,0.0061,optimal,0.09,59.74
955,l1,log,0.0061,optimal,0.02,59.74
954,l1,log,0.0061,optimal,0.01,59.74
959,l1,log,0.0061,optimal,0.060000000000000005,59.74
10477,l2,modified_huber,0.0641,optimal,0.02,59.74
14693,l2,epsilon_insensitive,0.032100000000000004,optimal,0.060000000000000005,59.74
14689,l2,epsilon_insensitive,0.032100000000000004,optimal,0.02,59.74
14690,l2,epsilon_insensitive,0.032100000000000004,optimal,0.03,59.74
14691,l2,epsilon_insensitive,0.032100000000000004,optimal,0.04,59.74
14692,l2,epsilon_insensitive,0.032100000000000004,optimal,0.05,59.74
14688,l2,epsilon_insensitive,0.032100000000000004,optimal,0.01,59.74
14694,l2,epsilon_insensitive,0.032100000000000004,optimal,0.06999999999999999,59.74
14695,l2,epsilon_insensitive,0.032100000000000004,optimal,0.08,59.74
14696,l2,epsilon_insensitive,0.032100000000000004,optimal,0.09,59.74
10476,l2,modified_huber,0.0641,optimal,0.01,59.74
8601,l2,hinge,0.0551,optimal,0.06999999999999999,59.71
4390,l1,perceptron,0.08710000000000001,optimal,0.08,59.71
4391,l1,perceptron,0.08710000000000001,optimal,0.09,59.71
8595,l2,hinge,0.0551,optimal,0.01,59.71
8596,l2,hinge,0.0551,optimal,0.02,59.71
8597,l2,hinge,0.0551,optimal,0.03,59.71
8598,l2,hinge,0.0551,optimal,0.04,59.71
8599,l2,hinge,0.0551,optimal,0.05,59.71
8600,l2,hinge,0.0551,optimal,0.060000000000000005,59.71
8189,l2,hinge,0.0091,optimal,0.09,59.71
6779,l1,epsilon_insensitive,0.0531,optimal,0.03,59.71
6777,l1,epsilon_insensitive,0.0531,optimal,0.01,59.71
6778,l1,epsilon_insensitive,0.0531,optimal,0.02,59.71
8188,l2,hinge,0.0091,optimal,0.08,59.71
6780,l1,epsilon_insensitive,0.0531,optimal,0.04,59.71
6781,l1,epsilon_insensitive,0.0531,optimal,0.05,59.71
6782,l1,epsilon_insensitive,0.0531,optimal,0.060000000000000005,59.71
6783,l1,epsilon_insensitive,0.0531,optimal,0.06999999999999999,59.71
6784,l1,epsilon_insensitive,0.0531,optimal,0.08,59.71
6785,l1,epsilon_insensitive,0.0531,optimal,0.09,59.71
8603,l2,hinge,0.0551,optimal,0.09,59.71
8107,l2,hinge,0.0001,optimal,0.08,59.71
8108,l2,hinge,0.0001,optimal,0.09,59.71
8187,l2,hinge,0.0091,optimal,0.06999999999999999,59.71
8181,l2,hinge,0.0091,optimal,0.01,59.71
8182,l2,hinge,0.0091,optimal,0.02,59.71
8183,l2,hinge,0.0091,optimal,0.03,59.71
8184,l2,hinge,0.0091,optimal,0.04,59.71
8185,l2,hinge,0.0091,optimal,0.05,59.71
8186,l2,hinge,0.0091,optimal,0.060000000000000005,59.71
8106,l2,hinge,0.0001,optimal,0.06999999999999999,59.71
8105,l2,hinge,0.0001,optimal,0.060000000000000005,59.71
8104,l2,hinge,0.0001,optimal,0.05,59.71
8103,l2,hinge,0.0001,optimal,0.04,59.71
8102,l2,hinge,0.0001,optimal,0.03,59.71
8101,l2,hinge,0.0001,optimal,0.02,59.71
8100,l2,hinge,0.0001,optimal,0.01,59.71
4383,l1,perceptron,0.08710000000000001,optimal,0.01,59.71
4388,l1,perceptron,0.08710000000000001,optimal,0.060000000000000005,59.71
4384,l1,perceptron,0.08710000000000001,optimal,0.02,59.71
4385,l1,perceptron,0.08710000000000001,optimal,0.03,59.71
18744,elasticnet,modified_huber,0.08310000000000001,optimal,0.01,59.71
18745,elasticnet,modified_huber,0.08310000000000001,optimal,0.02,59.71
18746,elasticnet,modified_huber,0.08310000000000001,optimal,0.03,59.71
18747,elasticnet,modified_huber,0.08310000000000001,optimal,0.04,59.71
18748,elasticnet,modified_huber,0.08310000000000001,optimal,0.05,59.71
18749,elasticnet,modified_huber,0.08310000000000001,optimal,0.060000000000000005,59.71
18750,elasticnet,modified_huber,0.08310000000000001,optimal,0.06999999999999999,59.71
18751,elasticnet,modified_huber,0.08310000000000001,optimal,0.08,59.71
18752,elasticnet,modified_huber,0.08310000000000001,optimal,0.09,59.71
4386,l1,perceptron,0.08710000000000001,optimal,0.04,59.71
4387,l1,perceptron,0.08710000000000001,optimal,0.05,59.71
4389,l1,perceptron,0.08710000000000001,optimal,0.06999999999999999,59.71
8602,l2,hinge,0.0551,optimal,0.08,59.71
17955,elasticnet,log,0.0951,optimal,0.01,59.67
22992,elasticnet,epsilon_insensitive,0.0551,optimal,0.01,59.67
22994,elasticnet,epsilon_insensitive,0.0551,optimal,0.03,59.67
14931,l2,epsilon_insensitive,0.05910000000000001,optimal,0.01,59.67
14932,l2,epsilon_insensitive,0.05910000000000001,optimal,0.02,59.67
14933,l2,epsilon_insensitive,0.05910000000000001,optimal,0.03,59.67
14934,l2,epsilon_insensitive,0.05910000000000001,optimal,0.04,59.67
14935,l2,epsilon_insensitive,0.05910000000000001,optimal,0.05,59.67
14936,l2,epsilon_insensitive,0.05910000000000001,optimal,0.060000000000000005,59.67
14937,l2,epsilon_insensitive,0.05910000000000001,optimal,0.06999999999999999,59.67
14938,l2,epsilon_insensitive,0.05910000000000001,optimal,0.08,59.67
14939,l2,epsilon_insensitive,0.05910000000000001,optimal,0.09,59.67
22995,elasticnet,epsilon_insensitive,0.0551,optimal,0.04,59.67
22997,elasticnet,epsilon_insensitive,0.0551,optimal,0.060000000000000005,59.67
22998,elasticnet,epsilon_insensitive,0.0551,optimal,0.06999999999999999,59.67
22999,elasticnet,epsilon_insensitive,0.0551,optimal,0.08,59.67
