,penalties,loss,alpha,rate,eta0,accuracy
23000,elasticnet,epsilon_insensitive,0.0551,optimal,0.09,59.67
797,l1,hinge,0.0881,optimal,0.060000000000000005,59.67
798,l1,hinge,0.0881,optimal,0.06999999999999999,59.67
22993,elasticnet,epsilon_insensitive,0.0551,optimal,0.02,59.67
796,l1,hinge,0.0881,optimal,0.05,59.67
800,l1,hinge,0.0881,optimal,0.09,59.67
795,l1,hinge,0.0881,optimal,0.04,59.67
14489,l2,epsilon_insensitive,0.0091,optimal,0.09,59.67
14488,l2,epsilon_insensitive,0.0091,optimal,0.08,59.67
14487,l2,epsilon_insensitive,0.0091,optimal,0.06999999999999999,59.67
14486,l2,epsilon_insensitive,0.0091,optimal,0.060000000000000005,59.67
14485,l2,epsilon_insensitive,0.0091,optimal,0.05,59.67
14484,l2,epsilon_insensitive,0.0091,optimal,0.04,59.67
14483,l2,epsilon_insensitive,0.0091,optimal,0.03,59.67
14482,l2,epsilon_insensitive,0.0091,optimal,0.02,59.67
14481,l2,epsilon_insensitive,0.0091,optimal,0.01,59.67
8514,l2,hinge,0.0461,optimal,0.01,59.67
8515,l2,hinge,0.0461,optimal,0.02,59.67
8516,l2,hinge,0.0461,optimal,0.03,59.67
8517,l2,hinge,0.0461,optimal,0.04,59.67
8518,l2,hinge,0.0461,optimal,0.05,59.67
792,l1,hinge,0.0881,optimal,0.01,59.67
793,l1,hinge,0.0881,optimal,0.02,59.67
794,l1,hinge,0.0881,optimal,0.03,59.67
799,l1,hinge,0.0881,optimal,0.08,59.67
22996,elasticnet,epsilon_insensitive,0.0551,optimal,0.05,59.67
8519,l2,hinge,0.0461,optimal,0.060000000000000005,59.67
8567,l2,hinge,0.051100000000000007,optimal,0.09,59.67
17956,elasticnet,log,0.0951,optimal,0.02,59.67
8560,l2,hinge,0.051100000000000007,optimal,0.02,59.67
8561,l2,hinge,0.051100000000000007,optimal,0.03,59.67
8562,l2,hinge,0.051100000000000007,optimal,0.04,59.67
8563,l2,hinge,0.051100000000000007,optimal,0.05,59.67
8564,l2,hinge,0.051100000000000007,optimal,0.060000000000000005,59.67
8520,l2,hinge,0.0461,optimal,0.06999999999999999,59.67
8566,l2,hinge,0.051100000000000007,optimal,0.08,59.67
8568,l2,hinge,0.05210000000000001,optimal,0.01,59.67
17958,elasticnet,log,0.0951,optimal,0.04,59.67
8569,l2,hinge,0.05210000000000001,optimal,0.02,59.67
8570,l2,hinge,0.05210000000000001,optimal,0.03,59.67
8571,l2,hinge,0.05210000000000001,optimal,0.04,59.67
8572,l2,hinge,0.05210000000000001,optimal,0.05,59.67
8573,l2,hinge,0.05210000000000001,optimal,0.060000000000000005,59.67
8574,l2,hinge,0.05210000000000001,optimal,0.06999999999999999,59.67
8575,l2,hinge,0.05210000000000001,optimal,0.08,59.67
8576,l2,hinge,0.05210000000000001,optimal,0.09,59.67
17957,elasticnet,log,0.0951,optimal,0.03,59.67
8565,l2,hinge,0.051100000000000007,optimal,0.06999999999999999,59.67
17959,elasticnet,log,0.0951,optimal,0.05,59.67
8555,l2,hinge,0.050100000000000006,optimal,0.060000000000000005,59.67
8553,l2,hinge,0.050100000000000006,optimal,0.04,59.67
17960,elasticnet,log,0.0951,optimal,0.060000000000000005,59.67
8552,l2,hinge,0.050100000000000006,optimal,0.03,59.67
8551,l2,hinge,0.050100000000000006,optimal,0.02,59.67
17963,elasticnet,log,0.0951,optimal,0.09,59.67
8550,l2,hinge,0.050100000000000006,optimal,0.01,59.67
8554,l2,hinge,0.050100000000000006,optimal,0.05,59.67
8522,l2,hinge,0.0461,optimal,0.09,59.67
8521,l2,hinge,0.0461,optimal,0.08,59.67
8556,l2,hinge,0.050100000000000006,optimal,0.06999999999999999,59.67
8557,l2,hinge,0.050100000000000006,optimal,0.08,59.67
8558,l2,hinge,0.050100000000000006,optimal,0.09,59.67
8559,l2,hinge,0.051100000000000007,optimal,0.01,59.67
17962,elasticnet,log,0.0951,optimal,0.08,59.67
17961,elasticnet,log,0.0951,optimal,0.06999999999999999,59.67
17987,elasticnet,log,0.0981,optimal,0.060000000000000005,59.64
17964,elasticnet,log,0.0961,optimal,0.01,59.64
18679,elasticnet,modified_huber,0.0751,optimal,0.08,59.64
17990,elasticnet,log,0.0981,optimal,0.09,59.64
17989,elasticnet,log,0.0981,optimal,0.08,59.64
17988,elasticnet,log,0.0981,optimal,0.06999999999999999,59.64
17982,elasticnet,log,0.0981,optimal,0.01,59.64
17986,elasticnet,log,0.0981,optimal,0.05,59.64
17985,elasticnet,log,0.0981,optimal,0.04,59.64
17984,elasticnet,log,0.0981,optimal,0.03,59.64
17983,elasticnet,log,0.0981,optimal,0.02,59.64
17972,elasticnet,log,0.0961,optimal,0.09,59.64
17971,elasticnet,log,0.0961,optimal,0.08,59.64
17970,elasticnet,log,0.0961,optimal,0.06999999999999999,59.64
17969,elasticnet,log,0.0961,optimal,0.060000000000000005,59.64
17968,elasticnet,log,0.0961,optimal,0.05,59.64
17967,elasticnet,log,0.0961,optimal,0.04,59.64
17966,elasticnet,log,0.0961,optimal,0.03,59.64
17965,elasticnet,log,0.0961,optimal,0.02,59.64
18680,elasticnet,modified_huber,0.0751,optimal,0.09,59.64
18675,elasticnet,modified_huber,0.0751,optimal,0.04,59.64
18678,elasticnet,modified_huber,0.0751,optimal,0.06999999999999999,59.64
18677,elasticnet,modified_huber,0.0751,optimal,0.060000000000000005,59.64
18676,elasticnet,modified_huber,0.0751,optimal,0.05,59.64
18674,elasticnet,modified_huber,0.0751,optimal,0.03,59.64
18673,elasticnet,modified_huber,0.0751,optimal,0.02,59.64
18672,elasticnet,modified_huber,0.0751,optimal,0.01,59.64
17924,elasticnet,log,0.0911,optimal,0.060000000000000005,59.6
17953,elasticnet,log,0.0941,optimal,0.08,59.6
17925,elasticnet,log,0.0911,optimal,0.06999999999999999,59.6
17946,elasticnet,log,0.0941,optimal,0.01,59.6
17947,elasticnet,log,0.0941,optimal,0.02,59.6
17948,elasticnet,log,0.0941,optimal,0.03,59.6
17949,elasticnet,log,0.0941,optimal,0.04,59.6
17950,elasticnet,log,0.0941,optimal,0.05,59.6
17951,elasticnet,log,0.0941,optimal,0.060000000000000005,59.6
17952,elasticnet,log,0.0941,optimal,0.06999999999999999,59.6
17923,elasticnet,log,0.0911,optimal,0.05,59.6
11698,l2,squared_hinge,0.09910000000000001,optimal,0.08,59.6
17922,elasticnet,log,0.0911,optimal,0.04,59.6
17921,elasticnet,log,0.0911,optimal,0.03,59.6
17920,elasticnet,log,0.0911,optimal,0.02,59.6
17919,elasticnet,log,0.0911,optimal,0.01,59.6
9440,l2,log,0.048100000000000004,optimal,0.09,59.6
23046,elasticnet,epsilon_insensitive,0.0611,optimal,0.01,59.6
23047,elasticnet,epsilon_insensitive,0.0611,optimal,0.02,59.6
23048,elasticnet,epsilon_insensitive,0.0611,optimal,0.03,59.6
23049,elasticnet,epsilon_insensitive,0.0611,optimal,0.04,59.6
23050,elasticnet,epsilon_insensitive,0.0611,optimal,0.05,59.6
23051,elasticnet,epsilon_insensitive,0.0611,optimal,0.060000000000000005,59.6
23052,elasticnet,epsilon_insensitive,0.0611,optimal,0.06999999999999999,59.6
23053,elasticnet,epsilon_insensitive,0.0611,optimal,0.08,59.6
23054,elasticnet,epsilon_insensitive,0.0611,optimal,0.09,59.6
17926,elasticnet,log,0.0911,optimal,0.08,59.6
11699,l2,squared_hinge,0.09910000000000001,optimal,0.09,59.6
11697,l2,squared_hinge,0.09910000000000001,optimal,0.06999999999999999,59.6
17927,elasticnet,log,0.0911,optimal,0.09,59.6
11691,l2,squared_hinge,0.09910000000000001,optimal,0.01,59.6
11692,l2,squared_hinge,0.09910000000000001,optimal,0.02,59.6
11693,l2,squared_hinge,0.09910000000000001,optimal,0.03,59.6
11694,l2,squared_hinge,0.09910000000000001,optimal,0.04,59.6
11695,l2,squared_hinge,0.09910000000000001,optimal,0.05,59.6
9436,l2,log,0.048100000000000004,optimal,0.05,59.6
9435,l2,log,0.048100000000000004,optimal,0.04,59.6
9434,l2,log,0.048100000000000004,optimal,0.03,59.6
9433,l2,log,0.048100000000000004,optimal,0.02,59.6
9432,l2,log,0.048100000000000004,optimal,0.01,59.6
11696,l2,squared_hinge,0.09910000000000001,optimal,0.060000000000000005,59.6
9437,l2,log,0.048100000000000004,optimal,0.060000000000000005,59.6
9438,l2,log,0.048100000000000004,optimal,0.06999999999999999,59.6
9439,l2,log,0.048100000000000004,optimal,0.08,59.6
17954,elasticnet,log,0.0941,optimal,0.09,59.6
17943,elasticnet,log,0.0931,optimal,0.06999999999999999,59.56
17944,elasticnet,log,0.0931,optimal,0.08,59.56
17942,elasticnet,log,0.0931,optimal,0.060000000000000005,59.56
17941,elasticnet,log,0.0931,optimal,0.05,59.56
17940,elasticnet,log,0.0931,optimal,0.04,59.56
17939,elasticnet,log,0.0931,optimal,0.03,59.56
17938,elasticnet,log,0.0931,optimal,0.02,59.56
17937,elasticnet,log,0.0931,optimal,0.01,59.56
17945,elasticnet,log,0.0931,optimal,0.09,59.56
17930,elasticnet,log,0.0921,optimal,0.03,59.56
17936,elasticnet,log,0.0921,optimal,0.09,59.56
17935,elasticnet,log,0.0921,optimal,0.08,59.56
17934,elasticnet,log,0.0921,optimal,0.06999999999999999,59.56
17933,elasticnet,log,0.0921,optimal,0.060000000000000005,59.56
17932,elasticnet,log,0.0921,optimal,0.05,59.56
17931,elasticnet,log,0.0921,optimal,0.04,59.56
17929,elasticnet,log,0.0921,optimal,0.02,59.56
17928,elasticnet,log,0.0921,optimal,0.01,59.56
4225,l1,perceptron,0.06910000000000001,optimal,0.05,59.56
4223,l1,perceptron,0.06910000000000001,optimal,0.03,59.56
4221,l1,perceptron,0.06910000000000001,optimal,0.01,59.56
4229,l1,perceptron,0.06910000000000001,optimal,0.09,59.56
4228,l1,perceptron,0.06910000000000001,optimal,0.08,59.56
4227,l1,perceptron,0.06910000000000001,optimal,0.06999999999999999,59.56
4226,l1,perceptron,0.06910000000000001,optimal,0.060000000000000005,59.56
4224,l1,perceptron,0.06910000000000001,optimal,0.04,59.56
2069,l1,modified_huber,0.0291,optimal,0.09,59.56
4222,l1,perceptron,0.06910000000000001,optimal,0.02,59.56
2061,l1,modified_huber,0.0291,optimal,0.01,59.56
2062,l1,modified_huber,0.0291,optimal,0.02,59.56
2063,l1,modified_huber,0.0291,optimal,0.03,59.56
2064,l1,modified_huber,0.0291,optimal,0.04,59.56
2065,l1,modified_huber,0.0291,optimal,0.05,59.56
2066,l1,modified_huber,0.0291,optimal,0.060000000000000005,59.56
2067,l1,modified_huber,0.0291,optimal,0.06999999999999999,59.56
2068,l1,modified_huber,0.0291,optimal,0.08,59.56
1474,l1,log,0.0631,optimal,0.08,59.53
19991,elasticnet,perceptron,0.0211,optimal,0.060000000000000005,59.53
5554,l1,huber,0.0171,optimal,0.02,59.53
5555,l1,huber,0.0171,optimal,0.03,59.53
1475,l1,log,0.0631,optimal,0.09,59.53
19992,elasticnet,perceptron,0.0211,optimal,0.06999999999999999,59.53
10856,l2,squared_hinge,0.0061,optimal,0.03,59.53
10855,l2,squared_hinge,0.0061,optimal,0.02,59.53
10854,l2,squared_hinge,0.0061,optimal,0.01,59.53
1472,l1,log,0.0631,optimal,0.060000000000000005,59.53
19993,elasticnet,perceptron,0.0211,optimal,0.08,59.53
19994,elasticnet,perceptron,0.0211,optimal,0.09,59.53
5561,l1,huber,0.0171,optimal,0.09,59.53
5560,l1,huber,0.0171,optimal,0.08,59.53
5559,l1,huber,0.0171,optimal,0.06999999999999999,59.53
5556,l1,huber,0.0171,optimal,0.04,59.53
1473,l1,log,0.0631,optimal,0.06999999999999999,59.53
5553,l1,huber,0.0171,optimal,0.01,59.53
1471,l1,log,0.0631,optimal,0.05,59.53
19986,elasticnet,perceptron,0.0211,optimal,0.01,59.53
10862,l2,squared_hinge,0.0061,optimal,0.09,59.53
10861,l2,squared_hinge,0.0061,optimal,0.08,59.53
10860,l2,squared_hinge,0.0061,optimal,0.06999999999999999,59.53
10859,l2,squared_hinge,0.0061,optimal,0.060000000000000005,59.53
10858,l2,squared_hinge,0.0061,optimal,0.05,59.53
10857,l2,squared_hinge,0.0061,optimal,0.04,59.53
1470,l1,log,0.0631,optimal,0.04,59.53
5557,l1,huber,0.0171,optimal,0.05,59.53
19987,elasticnet,perceptron,0.0211,optimal,0.02,59.53
19988,elasticnet,perceptron,0.0211,optimal,0.03,59.53
19989,elasticnet,perceptron,0.0211,optimal,0.04,59.53
19990,elasticnet,perceptron,0.0211,optimal,0.05,59.53
1467,l1,log,0.0631,optimal,0.01,59.53
5558,l1,huber,0.0171,optimal,0.060000000000000005,59.53
1468,l1,log,0.0631,optimal,0.02,59.53
1469,l1,log,0.0631,optimal,0.03,59.53
15274,l2,epsilon_insensitive,0.0971,optimal,0.02,59.49
5901,l1,huber,0.0551,optimal,0.06999999999999999,59.49
5900,l1,huber,0.0551,optimal,0.060000000000000005,59.49
3867,l1,perceptron,0.0291,optimal,0.06999999999999999,59.49
5902,l1,huber,0.0551,optimal,0.08,59.49
15273,l2,epsilon_insensitive,0.0971,optimal,0.01,59.49
5903,l1,huber,0.0551,optimal,0.09,59.49
9446,l2,log,0.049100000000000005,optimal,0.060000000000000005,59.49
15279,l2,epsilon_insensitive,0.0971,optimal,0.06999999999999999,59.49
15278,l2,epsilon_insensitive,0.0971,optimal,0.060000000000000005,59.49
15277,l2,epsilon_insensitive,0.0971,optimal,0.05,59.49
15276,l2,epsilon_insensitive,0.0971,optimal,0.04,59.49
15275,l2,epsilon_insensitive,0.0971,optimal,0.03,59.49
3869,l1,perceptron,0.0291,optimal,0.09,59.49
3868,l1,perceptron,0.0291,optimal,0.08,59.49
9447,l2,log,0.049100000000000005,optimal,0.06999999999999999,59.49
9441,l2,log,0.049100000000000005,optimal,0.01,59.49
9448,l2,log,0.049100000000000005,optimal,0.08,59.49
9449,l2,log,0.049100000000000005,optimal,0.09,59.49
3865,l1,perceptron,0.0291,optimal,0.05,59.49
9445,l2,log,0.049100000000000005,optimal,0.05,59.49
9444,l2,log,0.049100000000000005,optimal,0.04,59.49
9443,l2,log,0.049100000000000005,optimal,0.03,59.49
9442,l2,log,0.049100000000000005,optimal,0.02,59.49
3866,l1,perceptron,0.0291,optimal,0.060000000000000005,59.49
5896,l1,huber,0.0551,optimal,0.02,59.49
3864,l1,perceptron,0.0291,optimal,0.04,59.49
4179,l1,perceptron,0.0641,optimal,0.04,59.49
3863,l1,perceptron,0.0291,optimal,0.03,59.49
14865,l2,epsilon_insensitive,0.051100000000000007,optimal,0.06999999999999999,59.49
14866,l2,epsilon_insensitive,0.051100000000000007,optimal,0.08,59.49
14867,l2,epsilon_insensitive,0.051100000000000007,optimal,0.09,59.49
441,l1,hinge,0.049100000000000005,optimal,0.01,59.49
4184,l1,perceptron,0.0641,optimal,0.09,59.49
4183,l1,perceptron,0.0641,optimal,0.08,59.49
4182,l1,perceptron,0.0641,optimal,0.06999999999999999,59.49
4181,l1,perceptron,0.0641,optimal,0.060000000000000005,59.49
4180,l1,perceptron,0.0641,optimal,0.05,59.49
4178,l1,perceptron,0.0641,optimal,0.03,59.49
14863,l2,epsilon_insensitive,0.051100000000000007,optimal,0.05,59.49
4177,l1,perceptron,0.0641,optimal,0.02,59.49
4176,l1,perceptron,0.0641,optimal,0.01,59.49
442,l1,hinge,0.049100000000000005,optimal,0.02,59.49
443,l1,hinge,0.049100000000000005,optimal,0.03,59.49
444,l1,hinge,0.049100000000000005,optimal,0.04,59.49
445,l1,hinge,0.049100000000000005,optimal,0.05,59.49
446,l1,hinge,0.049100000000000005,optimal,0.060000000000000005,59.49
447,l1,hinge,0.049100000000000005,optimal,0.06999999999999999,59.49
448,l1,hinge,0.049100000000000005,optimal,0.08,59.49
449,l1,hinge,0.049100000000000005,optimal,0.09,59.49
14864,l2,epsilon_insensitive,0.051100000000000007,optimal,0.060000000000000005,59.49
15280,l2,epsilon_insensitive,0.0971,optimal,0.08,59.49
14862,l2,epsilon_insensitive,0.051100000000000007,optimal,0.04,59.49
15281,l2,epsilon_insensitive,0.0971,optimal,0.09,59.49
14861,l2,epsilon_insensitive,0.051100000000000007,optimal,0.03,59.49
14860,l2,epsilon_insensitive,0.051100000000000007,optimal,0.02,59.49
14859,l2,epsilon_insensitive,0.051100000000000007,optimal,0.01,59.49
5895,l1,huber,0.0551,optimal,0.01,59.49
3861,l1,perceptron,0.0291,optimal,0.01,59.49
5897,l1,huber,0.0551,optimal,0.03,59.49
5898,l1,huber,0.0551,optimal,0.04,59.49
5899,l1,huber,0.0551,optimal,0.05,59.49
3862,l1,perceptron,0.0291,optimal,0.02,59.49
6374,l1,epsilon_insensitive,0.0081,optimal,0.03,59.45
4212,l1,perceptron,0.06810000000000001,optimal,0.01,59.45
4213,l1,perceptron,0.06810000000000001,optimal,0.02,59.45
6379,l1,epsilon_insensitive,0.0081,optimal,0.08,59.45
6372,l1,epsilon_insensitive,0.0081,optimal,0.01,59.45
6373,l1,epsilon_insensitive,0.0081,optimal,0.02,59.45
4214,l1,perceptron,0.06810000000000001,optimal,0.03,59.45
4219,l1,perceptron,0.06810000000000001,optimal,0.08,59.45
4220,l1,perceptron,0.06810000000000001,optimal,0.09,59.45
6380,l1,epsilon_insensitive,0.0081,optimal,0.09,59.45
4215,l1,perceptron,0.06810000000000001,optimal,0.04,59.45
4216,l1,perceptron,0.06810000000000001,optimal,0.05,59.45
6375,l1,epsilon_insensitive,0.0081,optimal,0.04,59.45
4217,l1,perceptron,0.06810000000000001,optimal,0.060000000000000005,59.45
4218,l1,perceptron,0.06810000000000001,optimal,0.06999999999999999,59.45
6376,l1,epsilon_insensitive,0.0081,optimal,0.05,59.45
6377,l1,epsilon_insensitive,0.0081,optimal,0.060000000000000005,59.45
6378,l1,epsilon_insensitive,0.0081,optimal,0.06999999999999999,59.45
5663,l1,huber,0.0291,optimal,0.03,59.42
5662,l1,huber,0.0291,optimal,0.02,59.42
5652,l1,huber,0.0281,optimal,0.01,59.42
5658,l1,huber,0.0281,optimal,0.06999999999999999,59.42
5653,l1,huber,0.0281,optimal,0.02,59.42
5661,l1,huber,0.0291,optimal,0.01,59.42
5660,l1,huber,0.0281,optimal,0.09,59.42
5659,l1,huber,0.0281,optimal,0.08,59.42
5656,l1,huber,0.0281,optimal,0.05,59.42
5655,l1,huber,0.0281,optimal,0.04,59.42
5654,l1,huber,0.0281,optimal,0.03,59.42
5657,l1,huber,0.0281,optimal,0.060000000000000005,59.42
10474,l2,modified_huber,0.0631,optimal,0.08,59.42
10475,l2,modified_huber,0.0631,optimal,0.09,59.42
10472,l2,modified_huber,0.0631,optimal,0.060000000000000005,59.42
13562,l2,huber,0.0061,optimal,0.09,59.42
13561,l2,huber,0.0061,optimal,0.08,59.42
13559,l2,huber,0.0061,optimal,0.060000000000000005,59.42
13558,l2,huber,0.0061,optimal,0.05,59.42
13557,l2,huber,0.0061,optimal,0.04,59.42
13556,l2,huber,0.0061,optimal,0.03,59.42
13555,l2,huber,0.0061,optimal,0.02,59.42
13554,l2,huber,0.0061,optimal,0.01,59.42
5669,l1,huber,0.0291,optimal,0.09,59.42
5668,l1,huber,0.0291,optimal,0.08,59.42
5667,l1,huber,0.0291,optimal,0.06999999999999999,59.42
5666,l1,huber,0.0291,optimal,0.060000000000000005,59.42
5665,l1,huber,0.0291,optimal,0.05,59.42
5664,l1,huber,0.0291,optimal,0.04,59.42
10467,l2,modified_huber,0.0631,optimal,0.01,59.42
10468,l2,modified_huber,0.0631,optimal,0.02,59.42
10469,l2,modified_huber,0.0631,optimal,0.03,59.42
10470,l2,modified_huber,0.0631,optimal,0.04,59.42
10471,l2,modified_huber,0.0631,optimal,0.05,59.42
10473,l2,modified_huber,0.0631,optimal,0.06999999999999999,59.42
13560,l2,huber,0.0061,optimal,0.06999999999999999,59.42
17974,elasticnet,log,0.0971,optimal,0.02,59.38
6796,l1,epsilon_insensitive,0.0551,optimal,0.02,59.38
8961,l2,hinge,0.0951,optimal,0.06999999999999999,59.38
6803,l1,epsilon_insensitive,0.0551,optimal,0.09,59.38
8963,l2,hinge,0.0951,optimal,0.09,59.38
9476,l2,log,0.05210000000000001,optimal,0.09,59.38
9475,l2,log,0.05210000000000001,optimal,0.08,59.38
9474,l2,log,0.05210000000000001,optimal,0.06999999999999999,59.38
9473,l2,log,0.05210000000000001,optimal,0.060000000000000005,59.38
9472,l2,log,0.05210000000000001,optimal,0.05,59.38
9471,l2,log,0.05210000000000001,optimal,0.04,59.38
9470,l2,log,0.05210000000000001,optimal,0.03,59.38
9469,l2,log,0.05210000000000001,optimal,0.02,59.38
9468,l2,log,0.05210000000000001,optimal,0.01,59.38
6795,l1,epsilon_insensitive,0.0551,optimal,0.01,59.38
6797,l1,epsilon_insensitive,0.0551,optimal,0.03,59.38
3643,l1,perceptron,0.0041,optimal,0.08,59.38
6798,l1,epsilon_insensitive,0.0551,optimal,0.04,59.38
6799,l1,epsilon_insensitive,0.0551,optimal,0.05,59.38
7083,l1,epsilon_insensitive,0.08710000000000001,optimal,0.01,59.38
7084,l1,epsilon_insensitive,0.08710000000000001,optimal,0.02,59.38
7085,l1,epsilon_insensitive,0.08710000000000001,optimal,0.03,59.38
7086,l1,epsilon_insensitive,0.08710000000000001,optimal,0.04,59.38
7087,l1,epsilon_insensitive,0.08710000000000001,optimal,0.05,59.38
7088,l1,epsilon_insensitive,0.08710000000000001,optimal,0.060000000000000005,59.38
7089,l1,epsilon_insensitive,0.08710000000000001,optimal,0.06999999999999999,59.38
7090,l1,epsilon_insensitive,0.08710000000000001,optimal,0.08,59.38
7091,l1,epsilon_insensitive,0.08710000000000001,optimal,0.09,59.38
6800,l1,epsilon_insensitive,0.0551,optimal,0.060000000000000005,59.38
6801,l1,epsilon_insensitive,0.0551,optimal,0.06999999999999999,59.38
3644,l1,perceptron,0.0041,optimal,0.09,59.38
8962,l2,hinge,0.0951,optimal,0.08,59.38
3642,l1,perceptron,0.0041,optimal,0.06999999999999999,59.38
3636,l1,perceptron,0.0041,optimal,0.01,59.38
17975,elasticnet,log,0.0971,optimal,0.03,59.38
17976,elasticnet,log,0.0971,optimal,0.04,59.38
17977,elasticnet,log,0.0971,optimal,0.05,59.38
17978,elasticnet,log,0.0971,optimal,0.060000000000000005,59.38
17979,elasticnet,log,0.0971,optimal,0.06999999999999999,59.38
17980,elasticnet,log,0.0971,optimal,0.08,59.38
17981,elasticnet,log,0.0971,optimal,0.09,59.38
3641,l1,perceptron,0.0041,optimal,0.060000000000000005,59.38
17973,elasticnet,log,0.0971,optimal,0.01,59.38
6802,l1,epsilon_insensitive,0.0551,optimal,0.08,59.38
3637,l1,perceptron,0.0041,optimal,0.02,59.38
8956,l2,hinge,0.0951,optimal,0.02,59.38
3640,l1,perceptron,0.0041,optimal,0.05,59.38
8960,l2,hinge,0.0951,optimal,0.060000000000000005,59.38
3639,l1,perceptron,0.0041,optimal,0.04,59.38
8959,l2,hinge,0.0951,optimal,0.05,59.38
8958,l2,hinge,0.0951,optimal,0.04,59.38
8957,l2,hinge,0.0951,optimal,0.03,59.38
3638,l1,perceptron,0.0041,optimal,0.03,59.38
8955,l2,hinge,0.0951,optimal,0.01,59.38
18636,elasticnet,modified_huber,0.07110000000000001,optimal,0.01,59.34
18637,elasticnet,modified_huber,0.07110000000000001,optimal,0.02,59.34
18638,elasticnet,modified_huber,0.07110000000000001,optimal,0.03,59.34
18639,elasticnet,modified_huber,0.07110000000000001,optimal,0.04,59.34
18640,elasticnet,modified_huber,0.07110000000000001,optimal,0.05,59.34
3761,l1,perceptron,0.0171,optimal,0.09,59.34
